,Name,Street_Address,State,City,Zip_Code,Type,Reviews,No_of_Reviews,Comments,Price_Range
701,BLT Steak White Plains,221 Main Street,NY,White Plains,10601," American, Steakhouse, Gluten Free Options",4.0,205,"We are locals and had dinner here for the first time and were very disappointed and surprised by the poor service we received. Things started off nicely, we were seated promptly, the dining room was filling up. We ordered drinks and the $8 bottle of...More",Expensive
702,Stefano's Seafood & Pasta,1814 Long Beach Blvd,NJ,Beach Haven,08008-2343," Italian, Seafood, Gluten Free Options",4.5,207,"I have been coming to LBI since I was five, and Morrison’s was always my family’s restaurant for special occasions.  After it burned down, we found Stefano’s.  The clam chowder is an award winner and lives up to the hype.  The space is very clean...More",Medium
703,Agnanti,1906 Ditmars Blvd,NY,Astoria,11105-3658," Mediterranean, Greek, Vegetarian Friendly",4.5,175,"I went to this lovely restaurant during my visit to New York. I’ve been working in a Greek restaurant, in Holland, owned by a lovely Nice Greek family, myself for almost 3 years now and I must see that the food was incredibly delicious and...More",Medium
704,Bleecker Street Pizza,69 7th Ave S,NY,New York City,10014-4043," Italian, Pizza, Fast Food",4.5,1439,"The pizza slice was good, and the toppings were great (sausage and pepperoni), and the base was quite crispy and a hit like eating toast (but really thin toast). Bleecker Street Pizza came highly recommended and I can see why. It was good  and it...More",Cheap
705,City Vineyard,233 West Street,NY,New York City,10013," American, Bar, Seafood",4.5,374,"Came here to see Andrea Gibson perform, we were excited for the show but became even more excited when we saw what a cool spot this was, the Views and vibe were awesome and to match the ambiance, the service and food were phenomenal. We...More",Medium
706,Highlawn Pavilion,Eagle Rock Reservation,NJ,West Orange,07052," American, Vegetarian Friendly, Vegan Options",4.5,388,"Highlawn has become our favorite spot to celebrate our birthdays each year.

The menu is small because each entree and special is a jewel. We love the roasted beat salad and any of the fish entrees.

Part of the charm of Highlawn is the wonderful...More",Expensive
707,Han Dynasty,404 Nj-70,NJ,Cherry Hill,08034-2412," Chinese, Asian, Vegetarian Friendly",4.5,91,Interesting dishes with lots of flexibility on protein choice and level of spice. Dan Dan Noodles are excellent.,Medium
708,El Gaucho Tacoma,2119 Pacific Ave,WA,Tacoma,98402-3003," Steakhouse, Gluten Free Options",4.5,265,"They had my favorite items:
Escargot
Fresh Asparagus 
French Onion Soup 
Steak Tartare
Creme brulee
I ate completely from the appetizer side of the menu and was greatly satisfied.
The only other place I have been able to order Steak Tartare was in France.",Expensive
709,Maggiano's,10455 NE 8th St,WA,Bellevue,98004-4346," Italian, Vegetarian Friendly, Vegan Options",4.0,686,"We went to celebrate as a family. We ordered family style--look for the family style option in the middle of the menu. Our friendly server, Eric filled our table with food. Bread--appetizer (mozzarella sticks and bruschetta)--salad (Caesar)--pasta and meat dishes and then desserts. Each dish...More",Medium
710,The Melting Pot,30 Mamaroneck Ave,NY,White Plains,10601-3308," American, Vegetarian Friendly, Gluten Free Options",4.0,222,"Been coming here a while and don’t usually write reviews. Today Danaya gave us the best service I’ve had anywhere ever! She was truly amazing and had us smiling all night and that deserves recognition! Also, when reserving a table online, the 3 roses make...More",Medium
711,Cafe 2825,2825 Atlantic Ave,NJ,Atlantic City,08401-6325," Italian, Vegetarian Friendly, Vegan Options",4.5,495,"Unbelievable food! The staff is terrific, very attentive to their customers. The table side mozzarella is delicious and a great experience to have made right in front of you. We’ve eaten there several times and each time is amazing. The owners are terrific and very...More",Expensive
712,Texas,3609 Shire Blvd,TX,Richardson,75082-2245," American, Steakhouse, Gluten Free Options",4.5,306,"This is a good place, something for everyone. The menu is extremely varied, both selections and prices. The number of service people is almost over-the-top. Prices vary from $12.95 for a nice burger plate to about $50 for a large filet. Several fish dishes also,...More",Expensive
713,Brasserie 292,292 Main St,NY,Poughkeepsie,12601-3108," European, French, Vegetarian Friendly",4.5,353,This used to be one of our favorite restaurants. We had such a bad experience for dinner last night we probably will never go back again. Looks like the staff was too busy for us. We seemed to be ignored which turned a simple dinner...More,Medium
714,Manhatta,28 Liberty St,NY,New York City,10005-1400," American, Vegetarian Friendly, Gluten Free Options",4.5,308,"Wow, what a place.  Food was fantastic.  Views are ridiculous.
But what set my visit apart was a specific manager working that night.
The beginning of my experience at the Chef's Table was less than stellar, but then Paris got involved.   I didn't have to...More",Expensive
715,HG Bistro,1618 E Main,WA,Puyallup,98372-3142," American, Bar, Vegetarian Friendly",4.0,80,Went here for lunch for the first time on Saturday. The menu is full of items that are cooked with alcohol so that limits one who can't do alcohol etc. I had the flat iron appetizer. It was delicious but definitely not worth the $20...More,Medium
716,Torchy's Tacos,14760 Preston Rd,TX,Dallas,75254," Mexican, Southwestern, Vegetarian Friendly",4.5,172,"Yummy! New to the area and tried three tacos to share. All were good, although the hubby wasn’t impressed with the shrimp taco. Breakfast tacos are delicious!",Cheap
717,Plaza Garcia,12108 Juanita Dr NE,WA,Kirkland,98034," Mexican, Latin, Spanish",4.5,35,"After we moved from Kirkland we have been in search of a similarly great Mexican restaurant in our new hometown. We have tried several but have yet to find anything close to Plaza Garcia. Whenever we return to Kirkland, we always make it a point...More",Medium
718,Black Whale Bar & Fish House,100 N Pennsylvania Ave,NJ,Beach Haven,08008-1835," American, Bar, Seafood",4.0,469,"We were able to stop in for Bloody Marys and some fresh seafood apps, Garlic Clams, Oysters Rockefeller,Calamari and some Shrimp Bisque right before they were closing for the month. Every thing on point!  We will be back in the Spring.  Understand reservations are the...More",Medium
